,order_id,order_line,order_date,product_id,quantity,price,total_price,model,description,bikeshop_name,location,terrain,terrain2,frame_material
3468,457,18,2012-05-07,56,1,9060,9060,Scalpel-Si Race,Mountain - Cross Country Race - Carbon,Louisville Race Equipment,"Louisville, KY",Mountain,Cross Country Race,Carbon
3469,457,19,2012-05-07,45,1,1960,1960,SuperX 105,Road - Cyclocross - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Cyclocross,Carbon
3470,457,20,2012-05-07,40,1,3200,3200,Slice Ultegra D12,Road - Triathalon - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Triathalon,Carbon
3471,457,21,2012-05-07,22,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road - Endurance Road - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Endurance Road,Carbon
3472,458,1,2012-05-07,28,1,3200,3200,Synapse Carbon Ultegra 3,Road - Endurance Road - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Endurance Road,Carbon
3473,458,2,2012-05-07,1,1,12790,12790,Supersix Evo Black Inc.,Road - Elite Road - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Elite Road,Carbon
3474,458,3,2012-05-07,30,1,2660,2660,Synapse Carbon Disc 105,Road - Endurance Road - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Endurance Road,Carbon
3475,458,4,2012-05-07,3,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Elite Road,Carbon
3476,458,5,2012-05-07,85,1,3730,3730,Habit Carbon 3,Mountain - Trail - Carbon,Louisville Race Equipment,"Louisville, KY",Mountain,Trail,Carbon
3477,458,6,2012-05-07,6,1,3940,3940,Supersix Evo Red,Road - Elite Road - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Elite Road,Carbon
3478,458,7,2012-05-07,42,1,1950,1950,Slice 105,Road - Triathalon - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Triathalon,Carbon
3479,459,1,2012-05-08,41,3,2700,8100,Slice Ultegra,Road - Triathalon - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Triathalon,Carbon
3480,459,2,2012-05-08,21,1,815,815,CAAD8 Claris,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
3481,460,1,2012-05-08,55,2,12790,25580,Scalpel-Si Black Inc.,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
3482,460,2,2012-05-08,52,1,5970,5970,Trigger Carbon 2,Mountain - Over Mountain - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon
3483,461,1,2012-05-08,46,1,1750,1750,SuperX Rival CX1,Road - Cyclocross - Carbon,New York Cycles,"New York, NY",Road,Cyclocross,Carbon
3484,461,2,2012-05-08,97,1,415,415,Catalyst 4,Mountain - Sport - Aluminum,New York Cycles,"New York, NY",Mountain,Sport,Aluminum
3485,461,3,2012-05-08,94,1,705,705,Catalyst 1,Mountain - Sport - Aluminum,New York Cycles,"New York, NY",Mountain,Sport,Aluminum
3486,461,4,2012-05-08,25,2,5330,10660,Synapse Hi-Mod Disc Ultegra,Road - Endurance Road - Carbon,New York Cycles,"New York, NY",Road,Endurance Road,Carbon
3487,461,5,2012-05-08,29,2,2660,5320,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,New York Cycles,"New York, NY",Road,Endurance Road,Carbon
3488,461,6,2012-05-08,83,1,5330,5330,Habit Carbon 2,Mountain - Trail - Carbon,New York Cycles,"New York, NY",Mountain,Trail,Carbon
3489,461,7,2012-05-08,3,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,New York Cycles,"New York, NY",Road,Elite Road,Carbon
3490,461,8,2012-05-08,58,6,6390,38340,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,New York Cycles,"New York, NY",Mountain,Cross Country Race,Carbon
3491,462,1,2012-05-08,89,1,1520,1520,Trail 1,Mountain - Sport - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Sport,Aluminum
3492,462,2,2012-05-08,9,1,2240,2240,Supersix Evo 105,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
3493,462,3,2012-05-08,37,1,870,870,Synapse Claris,Road - Endurance Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum
3494,462,4,2012-05-08,88,1,1950,1950,Habit 6,Mountain - Trail - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum
3495,462,5,2012-05-08,13,1,3200,3200,CAAD12 Red,Road - Elite Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum
3496,462,6,2012-05-08,39,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road - Triathalon - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon
3497,462,7,2012-05-08,61,6,3200,19200,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Aluminum
3498,462,8,2012-05-08,7,1,3200,3200,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
3499,462,9,2012-05-08,10,1,1840,1840,Supersix Evo Tiagra,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
3500,462,10,2012-05-08,5,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
3501,462,11,2012-05-08,54,1,3200,3200,Trigger Carbon 4,Mountain - Over Mountain - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Over Mountain,Carbon
3502,462,12,2012-05-08,62,1,6390,6390,Scalpel 29 Carbon Race,Mountain - Cross Country Race - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Carbon
3503,462,13,2012-05-08,41,1,2700,2700,Slice Ultegra,Road - Triathalon - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon
3504,462,14,2012-05-08,8,1,2660,2660,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
3505,462,15,2012-05-08,18,1,1410,1410,CAAD8 105,Road - Elite Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum
3506,462,16,2012-05-08,75,1,2130,2130,Fat CAAD2,Mountain - Fat Bike - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Fat Bike,Aluminum
3507,462,17,2012-05-08,76,1,2770,2770,Beast of the East 1,Mountain - Trail - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum
3508,462,18,2012-05-08,28,1,3200,3200,Synapse Carbon Ultegra 3,Road - Endurance Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon
3509,462,19,2012-05-08,31,1,2240,2240,Synapse Carbon 105,Road - Endurance Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon
3510,462,20,2012-05-08,46,1,1750,1750,SuperX Rival CX1,Road - Cyclocross - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Cyclocross,Carbon
3511,462,21,2012-05-08,36,1,1030,1030,Synapse Sora,Road - Endurance Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum
3512,463,1,2012-05-11,95,1,585,585,Catalyst 2,Mountain - Sport - Aluminum,New York Cycles,"New York, NY",Mountain,Sport,Aluminum
3513,463,2,2012-05-11,34,1,1570,1570,Synapse Disc 105,Road - Endurance Road - Aluminum,New York Cycles,"New York, NY",Road,Endurance Road,Aluminum
3514,463,3,2012-05-11,89,1,1520,1520,Trail 1,Mountain - Sport - Aluminum,New York Cycles,"New York, NY",Mountain,Sport,Aluminum
3515,463,4,2012-05-11,77,1,2130,2130,Beast of the East 2,Mountain - Trail - Aluminum,New York Cycles,"New York, NY",Mountain,Trail,Aluminum
3516,463,5,2012-05-11,76,1,2770,2770,Beast of the East 1,Mountain - Trail - Aluminum,New York Cycles,"New York, NY",Mountain,Trail,Aluminum
3517,463,6,2012-05-11,97,1,415,415,Catalyst 4,Mountain - Sport - Aluminum,New York Cycles,"New York, NY",Mountain,Sport,Aluminum
3518,463,7,2012-05-11,5,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road - Elite Road - Carbon,New York Cycles,"New York, NY",Road,Elite Road,Carbon
3519,463,8,2012-05-11,33,1,2130,2130,Synapse Disc Adventure,Road - Endurance Road - Aluminum,New York Cycles,"New York, NY",Road,Endurance Road,Aluminum
3520,463,9,2012-05-11,70,1,2880,2880,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,New York Cycles,"New York, NY",Mountain,Cross Country Race,Carbon
3521,463,10,2012-05-11,9,1,2240,2240,Supersix Evo 105,Road - Elite Road - Carbon,New York Cycles,"New York, NY",Road,Elite Road,Carbon
3522,464,1,2012-05-14,73,3,1840,5520,F-Si 3,Mountain - Cross Country Race - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Aluminum
3523,464,2,2012-05-14,78,1,1620,1620,Beast of the East 3,Mountain - Trail - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum
3524,464,3,2012-05-14,86,1,2880,2880,Habit 4,Mountain - Trail - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum
3525,464,4,2012-05-14,89,1,1520,1520,Trail 1,Mountain - Sport - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Sport,Aluminum
3526,464,5,2012-05-14,28,1,3200,3200,Synapse Carbon Ultegra 3,Road - Endurance Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Carbon
3527,464,6,2012-05-14,92,1,980,980,Trail 4,Mountain - Sport - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Sport,Aluminum
3528,464,7,2012-05-14,26,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road - Endurance Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Carbon
3529,464,8,2012-05-14,22,2,9590,19180,Synapse Hi-Mod Disc Black Inc.,Road - Endurance Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Carbon
3530,464,9,2012-05-14,91,1,1080,1080,Trail 3,Mountain - Sport - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Sport,Aluminum
3531,464,10,2012-05-14,16,1,1950,1950,CAAD12 Disc 105,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
3532,464,11,2012-05-14,65,1,3200,3200,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Aluminum
3533,464,12,2012-05-14,49,1,3840,3840,Jekyll Carbon 3,Mountain - Over Mountain - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Over Mountain,Carbon
3534,464,13,2012-05-14,37,1,870,870,Synapse Claris,Road - Endurance Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum
3535,464,14,2012-05-14,17,1,1680,1680,CAAD12 105,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
3536,464,15,2012-05-14,31,1,2240,2240,Synapse Carbon 105,Road - Endurance Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Carbon
3537,464,16,2012-05-14,14,2,2660,5320,CAAD Disc Ultegra,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
3538,464,17,2012-05-14,36,1,1030,1030,Synapse Sora,Road - Endurance Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum
3539,464,18,2012-05-14,32,2,1840,3680,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Carbon
3540,464,19,2012-05-14,34,1,1570,1570,Synapse Disc 105,Road - Endurance Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum
3541,464,20,2012-05-14,18,1,1410,1410,CAAD8 105,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
3542,464,21,2012-05-14,50,1,3200,3200,Jekyll Carbon 4,Mountain - Over Mountain - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Over Mountain,Carbon
3543,464,22,2012-05-14,46,1,1750,1750,SuperX Rival CX1,Road - Cyclocross - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Cyclocross,Carbon
3544,465,1,2012-05-14,20,1,1030,1030,CAAD8 Sora,Road - Elite Road - Aluminum,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum
3545,465,2,2012-05-14,7,1,3200,3200,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,Denver Bike Shop,"Denver, CO",Road,Elite Road,Carbon
3546,465,3,2012-05-14,32,1,1840,1840,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Carbon
3547,466,1,2012-05-15,16,1,1950,1950,CAAD12 Disc 105,Road - Elite Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum
3548,466,2,2012-05-15,40,1,3200,3200,Slice Ultegra D12,Road - Triathalon - Carbon,Portland Bi-peds,"Portland, OR",Road,Triathalon,Carbon
3549,466,3,2012-05-15,65,5,3200,16000,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Aluminum
3550,466,4,2012-05-15,6,1,3940,3940,Supersix Evo Red,Road - Elite Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Elite Road,Carbon
3551,466,5,2012-05-15,78,1,1620,1620,Beast of the East 3,Mountain - Trail - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Trail,Aluminum
3552,466,6,2012-05-15,66,1,11190,11190,F-Si Black Inc.,Mountain - Cross Country Race - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon
3553,466,7,2012-05-15,54,1,3200,3200,Trigger Carbon 4,Mountain - Over Mountain - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Over Mountain,Carbon
3554,466,8,2012-05-15,45,2,1960,3920,SuperX 105,Road - Cyclocross - Carbon,Portland Bi-peds,"Portland, OR",Road,Cyclocross,Carbon
3555,466,9,2012-05-15,9,1,2240,2240,Supersix Evo 105,Road - Elite Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Elite Road,Carbon
3556,466,10,2012-05-15,80,2,2660,5320,Bad Habit 2,Mountain - Trail - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Trail,Aluminum
3557,466,11,2012-05-15,14,1,2660,2660,CAAD Disc Ultegra,Road - Elite Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum
3558,466,12,2012-05-15,8,1,2660,2660,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Elite Road,Carbon
3559,466,13,2012-05-15,32,2,1840,3680,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Carbon
3560,466,14,2012-05-15,87,1,2340,2340,Habit 5,Mountain - Trail - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Trail,Aluminum
3561,466,15,2012-05-15,46,3,1750,5250,SuperX Rival CX1,Road - Cyclocross - Carbon,Portland Bi-peds,"Portland, OR",Road,Cyclocross,Carbon
3562,466,16,2012-05-15,69,1,4800,4800,F-Si Carbon 2,Mountain - Cross Country Race - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon
3563,466,17,2012-05-15,2,1,10660,10660,Supersix Evo Hi-Mod Team,Road - Elite Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Elite Road,Carbon
3564,467,1,2012-05-17,11,1,5860,5860,CAAD12 Black Inc,Road - Elite Road - Aluminum,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Aluminum
3565,468,1,2012-05-17,70,2,2880,5760,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,Detroit Cycles,"Detroit, MI",Mountain,Cross Country Race,Carbon
3566,468,2,2012-05-17,30,1,2660,2660,Synapse Carbon Disc 105,Road - Endurance Road - Carbon,Detroit Cycles,"Detroit, MI",Road,Endurance Road,Carbon
3567,469,1,2012-05-18,57,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain - Cross Country Race - Carbon,Louisville Race Equipment,"Louisville, KY",Mountain,Cross Country Race,Carbon
3568,469,2,2012-05-18,1,1,12790,12790,Supersix Evo Black Inc.,Road - Elite Road - Carbon,Louisville Race Equipment,"Louisville, KY",Road,Elite Road,Carbon
3569,470,1,2012-05-21,67,1,9060,9060,F-Si Hi-Mod Team,Mountain - Cross Country Race - Carbon,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon
3570,470,2,2012-05-21,93,1,815,815,Trail 5,Mountain - Sport - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum
3571,471,1,2012-05-22,77,6,2130,12780,Beast of the East 2,Mountain - Trail - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum
3572,471,2,2012-05-22,79,1,3200,3200,Bad Habit 1,Mountain - Trail - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum
3573,472,1,2012-05-22,43,1,3500,3500,SuperX Hi-Mod CX1,Road - Cyclocross - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Cyclocross,Carbon
3574,472,2,2012-05-22,54,1,3200,3200,Trigger Carbon 4,Mountain - Over Mountain - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Over Mountain,Carbon
3575,472,3,2012-05-22,40,1,3200,3200,Slice Ultegra D12,Road - Triathalon - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Triathalon,Carbon
3576,473,1,2012-05-25,60,1,4260,4260,Scalpel-Si Carbon 4,Mountain - Cross Country Race - Carbon,Detroit Cycles,"Detroit, MI",Mountain,Cross Country Race,Carbon
3577,473,2,2012-05-25,31,1,2240,2240,Synapse Carbon 105,Road - Endurance Road - Carbon,Detroit Cycles,"Detroit, MI",Road,Endurance Road,Carbon
3578,474,1,2012-05-25,72,2,2060,4120,F-Si 2,Mountain - Cross Country Race - Aluminum,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Cross Country Race,Aluminum
3579,474,2,2012-05-25,13,1,3200,3200,CAAD12 Red,Road - Elite Road - Aluminum,Minneapolis Bike Shop,"Minneapolis, MN",Road,Elite Road,Aluminum
3580,475,1,2012-05-28,51,1,8200,8200,Trigger Carbon 1,Mountain - Over Mountain - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Over Mountain,Carbon
3581,475,2,2012-05-28,20,1,1030,1030,CAAD8 Sora,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
3582,475,3,2012-05-28,91,1,1080,1080,Trail 3,Mountain - Sport - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Sport,Aluminum
3583,475,4,2012-05-28,36,1,1030,1030,Synapse Sora,Road - Endurance Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum
3584,475,5,2012-05-28,8,1,2660,2660,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Carbon
3585,475,6,2012-05-28,16,1,1950,1950,CAAD12 Disc 105,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
3586,475,7,2012-05-28,34,1,1570,1570,Synapse Disc 105,Road - Endurance Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum
3587,475,8,2012-05-28,14,1,2660,2660,CAAD Disc Ultegra,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
3588,475,9,2012-05-28,73,3,1840,5520,F-Si 3,Mountain - Cross Country Race - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Aluminum
3589,475,10,2012-05-28,75,1,2130,2130,Fat CAAD2,Mountain - Fat Bike - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Fat Bike,Aluminum
3590,475,11,2012-05-28,37,1,870,870,Synapse Claris,Road - Endurance Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum
3591,475,12,2012-05-28,82,1,7460,7460,Habit Carbon 1,Mountain - Trail - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Carbon
3592,475,13,2012-05-28,86,2,2880,5760,Habit 4,Mountain - Trail - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum
3593,475,14,2012-05-28,10,1,1840,1840,Supersix Evo Tiagra,Road - Elite Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Carbon
3594,476,1,2012-05-31,15,2,2240,4480,CAAD12 Ultegra,Road - Elite Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum
3595,476,2,2012-05-31,50,1,3200,3200,Jekyll Carbon 4,Mountain - Over Mountain - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Over Mountain,Carbon
3596,476,3,2012-05-31,41,1,2700,2700,Slice Ultegra,Road - Triathalon - Carbon,Portland Bi-peds,"Portland, OR",Road,Triathalon,Carbon
3597,476,4,2012-05-31,20,9,1030,9270,CAAD8 Sora,Road - Elite Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum
3598,476,5,2012-05-31,17,1,1680,1680,CAAD12 105,Road - Elite Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum
3599,476,6,2012-05-31,29,1,2660,2660,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Carbon
3600,476,7,2012-05-31,96,1,480,480,Catalyst 3,Mountain - Sport - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Sport,Aluminum
3601,476,8,2012-05-31,68,1,6390,6390,F-Si Hi-Mod 1,Mountain - Cross Country Race - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon
3602,476,9,2012-05-31,32,1,1840,1840,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Carbon
3603,476,10,2012-05-31,21,1,815,815,CAAD8 Claris,Road - Elite Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum
3604,476,11,2012-05-31,36,1,1030,1030,Synapse Sora,Road - Endurance Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Aluminum
3605,476,12,2012-05-31,48,1,6070,6070,Jekyll Carbon 2,Mountain - Over Mountain - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Over Mountain,Carbon
3606,476,13,2012-05-31,70,1,2880,2880,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon
3607,476,14,2012-05-31,75,1,2130,2130,Fat CAAD2,Mountain - Fat Bike - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Fat Bike,Aluminum
3608,476,15,2012-05-31,61,1,3200,3200,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Aluminum
3609,476,16,2012-05-31,55,1,12790,12790,Scalpel-Si Black Inc.,Mountain - Cross Country Race - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon
3610,476,17,2012-05-31,16,1,1950,1950,CAAD12 Disc 105,Road - Elite Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum
3611,476,18,2012-05-31,9,2,2240,4480,Supersix Evo 105,Road - Elite Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Elite Road,Carbon
3612,476,19,2012-05-31,14,1,2660,2660,CAAD Disc Ultegra,Road - Elite Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum
3613,476,20,2012-05-31,95,1,585,585,Catalyst 2,Mountain - Sport - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Sport,Aluminum
3614,476,21,2012-05-31,1,1,12790,12790,Supersix Evo Black Inc.,Road - Elite Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Elite Road,Carbon
3615,476,22,2012-05-31,38,2,7000,14000,Slice Hi-Mod Black Inc.,Road - Triathalon - Carbon,Portland Bi-peds,"Portland, OR",Road,Triathalon,Carbon
3616,476,23,2012-05-31,27,1,3730,3730,Synapse Carbon Disc Ultegra,Road - Endurance Road - Carbon,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Carbon
3617,476,24,2012-05-31,83,1,5330,5330,Habit Carbon 2,Mountain - Trail - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Trail,Carbon
3618,476,25,2012-05-31,60,1,4260,4260,Scalpel-Si Carbon 4,Mountain - Cross Country Race - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon
3619,476,26,2012-05-31,69,1,4800,4800,F-Si Carbon 2,Mountain - Cross Country Race - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon
3620,476,27,2012-05-31,45,1,1960,1960,SuperX 105,Road - Cyclocross - Carbon,Portland Bi-peds,"Portland, OR",Road,Cyclocross,Carbon
3621,476,28,2012-05-31,72,1,2060,2060,F-Si 2,Mountain - Cross Country Race - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Aluminum
3622,476,29,2012-05-31,56,1,9060,9060,Scalpel-Si Race,Mountain - Cross Country Race - Carbon,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon
3623,476,30,2012-05-31,89,1,1520,1520,Trail 1,Mountain - Sport - Aluminum,Portland Bi-peds,"Portland, OR",Mountain,Sport,Aluminum
3624,477,1,2012-06-04,7,1,3200,3200,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon
3625,477,2,2012-06-04,71,1,2340,2340,F-Si 1,Mountain - Cross Country Race - Aluminum,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Cross Country Race,Aluminum
3626,477,3,2012-06-04,33,1,2130,2130,Synapse Disc Adventure,Road - Endurance Road - Aluminum,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Aluminum
3627,477,4,2012-06-04,91,1,1080,1080,Trail 3,Mountain - Sport - Aluminum,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Sport,Aluminum
